,,price,price,price,power,power,power,mileage,mileage,mileage,fuelConsumption,fuelConsumption,fuelConsumption,age,age,age
,,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max
Bentley,Azure,137656.75,79500,220000,448.2,389.0,457.0,34676.5625,3900.0,92120.0,19.87272727272727,17.8,20.6,15.9375,12,21
Bentley,Bentayga,198531.44660194175,119990,347000,525.0,340.0,696.0,36809.73786407767,10.0,132000.0,10.089855072463767,3.3,13.3,3.116504854368932,0,6
Bentley,Brooklands,143500.0,135000,152000,537.0,537.0,537.0,59407.5,55000.0,63815.0,19.5,19.5,19.5,12.5,12,13
Bentley,Continental,122360.73641304347,26990,414750,575.5893854748604,420.0,711.0,69325.25271739131,1.0,258151.0,14.754275092936776,10.0,22.5,9.804347826086957,0,22
Bentley,Flying Spur,159505.87037037036,22500,352822,582.5046728971963,507.0,635.0,43516.648148148146,1.0,199450.0,13.907142857142848,10.0,19.0,6.194444444444445,0,17
Bentley,Mulsanne,205640.4054054054,94998,559000,523.7567567567568,513.0,545.0,33355.78378378379,1.0,132104.0,15.66206896551724,14.6,16.9,6.648648648648648,2,12
Bentley,Others,142280.38732394367,19999,396900,569.7835820895523,1.0,710.0,50654.57746478873,20.0,197100.0,13.891011235955055,10.5,17.2,8.077464788732394,0,18
Bugatti,Chiron,4774799.285714285,3485000,12087900,1500.25,1500.0,1501.0,1789.7142857142858,1.0,9600.0,22.5,22.5,22.5,2.5714285714285716,0,5
Bugatti,Divo,12317949.5,9999999,14635900,1500.0,1500.0,1500.0,500.0,500.0,500.0,,,,1.0,1,1
Bugatti,Veyron,2029384.2857142857,1249000,3650000,1050.75,1001.0,1201.0,12384.642857142857,680.0,25902.0,28.133333333333336,23.1,37.2,11.785714285714286,7,16
Chevrolet,2500,27999.0,27999,27999,330.0,330.0,330.0,167500.0,167500.0,167500.0,,,,16.0,16,16
Chevrolet,Alero,3248.0,1944,3900,141.0,141.0,141.0,131403.66666666666,130472.0,133267.0,9.533333333333333,9.4,9.6,22.0,22,22
Chevrolet,Avalanche,13917.21052631579,5450,26900,300.10526315789474,273.0,371.0,243749.36842105264,95000.0,420828.0,14.533333333333333,13.0,15.7,16.842105263157894,13,20
Chevrolet,Aveo,4788.557692307692,1350,7900,88.55339805825243,69.0,117.0,119987.42948717948,31000.0,273197.0,5.316356877323406,3.6,7.1,11.102564102564102,8,16
Chevrolet,Blazer,22544.545454545456,2950,48930,242.27272727272728,193.0,310.0,105513.63636363637,1500.0,225000.0,12.754545454545452,10.4,14.5,13.727272727272727,0,22
Chevrolet,Bolt,27992.5,25880,30105,139.5,75.0,204.0,46134.5,45498.0,46771.0,,,,5.0,5,5
Chevrolet,Camaro,38304.089928057554,2999,134900,374.38461538461536,192.0,659.0,54340.05035971223,1.0,265718.0,10.96346153846153,7.0,15.6,6.140287769784172,0,22
Chevrolet,Caprice,17900.0,17900,17900,273.0,273.0,273.0,109111.0,109111.0,109111.0,,,,3.0,3,3
Chevrolet,Captiva,8250.669811320755,2498,15685,159.85781990521326,71.0,258.0,158099.09433962265,67382.0,395026.0,7.731632653061252,1.0,12.6,11.660377358490566,8,16
Chevrolet,Cavalier,650.0,650,650,117.0,117.0,117.0,92026.0,92026.0,92026.0,,,,18.0,18,18
Chevrolet,Chevy Van,34507.25,10900,64650,294.625,196.0,401.0,504905.125,14484.0,3278950.0,,,,11.125,1,22
Chevrolet,Colorado,11313.0,9999,11990,210.33333333333334,188.0,223.0,210415.66666666666,114500.0,298987.0,10.9,10.9,10.9,13.0,10,17
Chevrolet,Corvette,91250.59139784946,16450,298000,489.5925925925926,344.0,755.0,44746.74193548387,0.0,245583.0,12.95526315789474,11.4,15.0,8.075268817204302,0,22
Chevrolet,Cruze,6562.623188405797,3300,9480,140.7463768115942,110.0,163.0,132561.53623188406,33241.0,306587.0,5.953968253968252,3.9,9.0,10.217391304347826,8,13
Chevrolet,Epica,4087.7272727272725,1350,6350,149.3030303030303,143.0,156.0,181175.9696969697,89240.0,466406.0,7.620689655172414,6.0,9.3,14.454545454545455,12,16
Chevrolet,Equinox,14711.25,5950,40900,183.5,170.0,188.0,108438.75,3750.0,196529.0,13.0,13.0,13.0,13.75,4,18
Chevrolet,Evanda,1597.25,1244,2150,131.0,131.0,131.0,177102.5,139000.0,244544.0,9.0,8.8,9.6,17.0,16,19
Chevrolet,Express,41428.666666666664,11499,98560,299.1333333333333,250.0,347.0,145879.53333333333,5970.0,390481.0,,,,12.2,4,20
Chevrolet,HHR,5686.5,1950,8970,168.08333333333334,147.0,170.0,166614.25,82707.0,306638.0,8.7,8.6,9.0,13.666666666666666,13,15
Chevrolet,Impala,8900.0,8900,8900,309.0,309.0,309.0,59000.0,59000.0,59000.0,,,,8.0,8,8
Chevrolet,Kalos,1855.1807228915663,1,3499,80.1566265060241,72.0,94.0,136955.90361445784,1.0,270000.0,6.605333333333328,5.0,7.5,15.734939759036145,13,19
Chevrolet,Lacetti,2816.9555555555557,995,6500,102.55555555555556,92.0,122.0,143271.57777777777,44948.0,260400.0,7.175675675675673,5.7,9.1,15.088888888888889,13,17
Chevrolet,Malibu,7578.625,2250,12500,156.875,133.0,167.0,169081.25,35000.0,485874.0,6.471428571428572,4.7,9.2,11.5,8,19
Chevrolet,Matiz,2306.102564102564,395,4900,57.476683937823836,52.0,67.0,116681.53333333334,21000.0,227525.0,5.420382165605108,4.7,7.0,14.415384615384616,10,19
Chevrolet,Monza Coupé,12658.314038286235,1,246500,153.16806722689077,52.0,999.0,115282.44251824818,1.0,485874.0,6.767971946230335,0.0,15.7,11.00729261622607,0,22
Chevrolet,Nubira,2974.5,500,5490,114.52380952380952,109.0,122.0,147466.90476190476,48798.0,340000.0,7.324324324324327,5.7,8.8,14.428571428571429,11,17
Chevrolet,Orlando,7848.898734177215,4500,12900,145.5,131.0,163.0,155997.3924050633,59671.0,257000.0,6.523943661971832,5.3,9.6,9.79746835443038,8,11
Chevrolet,Others,27565.125,1999,65280,278.57142857142856,68.0,436.0,83960.625,10.0,293697.0,5.0,5.0,5.0,13.375,1,22
Chevrolet,Rezzo,2088.75,980,3000,110.625,107.0,122.0,149656.125,60000.0,188125.0,8.0,8.0,8.0,14.75,14,17
Chevrolet,SSR,34277.142857142855,23500,47500,361.42857142857144,273.0,405.0,87613.0,18500.0,150000.0,14.2,14.2,14.2,17.571428571428573,17,19
Chevrolet,Silverado,60235.3275862069,11900,114030,370.45454545454544,256.0,999.0,55885.862068965514,1.0,300000.0,11.73076923076923,0.0,14.6,4.689655172413793,0,22
Chevrolet,Spark,4394.223048327138,1650,6999,71.1310861423221,65.0,111.0,109010.94423791821,4400.0,280000.0,5.227354260089689,4.5,6.8,10.453531598513012,8,12
Chevrolet,Suburban,73782.11111111111,10499,120900,356.46153846153845,250.0,426.0,70001.11764705883,500.0,290000.0,15.1,15.1,15.1,5.111111111111111,1,19
Chevrolet,Tacuma,1960.8636363636363,650,3700,109.77272727272727,105.0,122.0,148982.0909090909,51759.0,266792.0,8.41764705882353,7.1,9.3,15.590909090909092,13,17
Chevrolet,Tahoe,34843.89473684211,6945,109900,320.8888888888889,258.0,426.0,164181.83333333334,500.0,383000.0,14.8,14.3,15.4,13.526315789473685,1,22
Chevrolet,Trailblazer,6267.529411764706,2990,11900,273.0,273.0,273.0,233317.5294117647,111000.0,390000.0,12.994117647058824,12.9,13.1,18.294117647058822,16,20
Chevrolet,Trans Sport,4824.666666666667,2400,11500,188.0,188.0,188.0,158378.0,75000.0,254577.0,11.850000000000001,11.4,12.9,20.0,19,21
Chevrolet,Traverse,11263.333333333334,5800,18490,285.6666666666667,281.0,290.0,106333.33333333333,94000.0,113000.0,,,,10.666666666666666,7,13
Chevrolet,Trax,9580.672413793103,5999,13999,133.08928571428572,116.0,140.0,127668.56896551725,39230.0,272000.0,5.807407407407408,4.5,6.5,8.758620689655173,8,9
Chevrolet,Volt,13581.833333333334,10844,16900,86.0,86.0,86.0,110754.33333333333,58088.0,204044.0,1.225,1.2,1.3,9.5,9,10
Citroen,2CV,8665.714285714286,3490,13600,85.33333333333333,82.0,92.0,74137.28571428571,30479.0,197042.0,,,,6.857142857142857,3,11
Citroen,Ami,8413.846153846154,4950,11440,18.5,8.0,68.0,32575.076923076922,10.0,154000.0,,,,3.4615384615384617,0,13
Citroen,Berlingo,15240.260406582769,795,38850,98.79236641221374,48.0,136.0,86247.9583535109,0.0,490000.0,5.281425485961162,1.5,58.0,5.678606001936108,0,22
Citroen,C-Crosser,8910.912280701754,4500,19990,154.90740740740742,90.0,170.0,167579.8245614035,56845.0,267059.0,7.341463414634145,3.8,9.4,12.421052631578947,5,15
Citroen,C-Elysée,9491.028901734104,4500,13572,90.06666666666666,72.0,116.0,80873.81502890174,8725.0,269000.0,4.413213213213199,3.0,6.6,5.335260115606936,2,10
Citroen,C-Zero,11980.09375,4900,20950,57.907407407407405,39.0,68.0,17963.15625,1.0,61000.0,,,,4.671875,2,11
Citroen,C1,8272.366957903098,900,16595,70.2936378466558,5.0,83.0,64842.546862589355,1.0,280722.0,4.326653696498128,3.0,88.0,6.523431294678316,0,17
Citroen,C15,7632.5,1990,13365,66.0,58.0,72.0,108338.16666666667,18880.0,223456.0,4.1,3.7,4.5,12.333333333333334,2,21
Citroen,C2,2598.9662921348313,750,4900,68.42205323193916,5.0,122.0,149882.70786516854,26000.0,369779.0,5.744796380090485,4.1,6.9,15.835205992509364,12,19
Citroen,C3,9961.677247502776,399,22900,81.29722744360902,58.0,120.0,76847.77348434376,0.0,400000.0,4.70971342383121,0.0,8.5,6.66015538290788,0,20
Citroen,C3 Aircross,18440.372456964007,9000,32950,107.58601856908793,60.0,133.0,30681.81004709576,0.0,197646.0,4.855731225296486,3.6,14.3,2.156494522691706,0,5
Citroen,C3 Picasso,7951.984126984127,1950,15400,100.08674698795181,90.0,122.0,111149.820861678,1.0,281924.0,5.3813084112149525,1.2,8.5,9.260770975056689,5,18
Citroen,C35,14566.666666666666,14290,14970,83.0,83.0,83.0,6373.666666666667,4444.0,7777.0,4.2,4.2,4.2,1.0,1,1
Citroen,C4,13964.355361970562,750,39165,118.83794712286159,75.0,177.0,93423.08002406739,0.0,8529270.0,4.8662162162161815,3.0,8.9,6.621808350856113,0,18
Citroen,C4 Aircross,12817.387096774193,7999,24990,118.80446927374301,114.0,152.0,101735.13978494624,5.0,210000.0,4.847619047619058,4.6,5.9,7.795698924731183,4,10
Citroen,C4 Cactus,13759.297346200241,6885,22490,99.82098765432099,5.0,163.0,68166.07418576599,10.0,263999.0,4.174400618716179,3.0,6.6,4.70627261761158,1,8
Citroen,C4 Picasso,11486.673390970222,1000,32480,122.92276004119465,3.0,167.0,113914.88376561,5.0,338060.0,5.138200589970527,3.5,39.0,8.49375600384246,1,15
Citroen,C4 SpaceTourer,19428.935135135136,7900,34980,132.28070175438597,109.0,165.0,65906.54054054055,1.0,234350.0,4.469421487603304,3.6,6.3,3.6432432432432433,0,11
Citroen,C5,9311.28621495327,650,53590,145.66748166259168,90.0,241.0,145773.95443925232,2.0,587672.0,6.132428355957761,1.3,10.6,11.823598130841122,0,21
Citroen,C5 Aircross,28333.913669064747,14990,49790,143.736531986532,114.0,226.0,29399.5568,0.0,275000.0,4.66039119804399,1.4,53.0,1.7426059152677857,0,4
Citroen,C5 X,44660.849315068495,34900,53990,183.60294117647058,110.0,226.0,644.3768115942029,1.0,5000.0,3.412280701754388,1.2,6.6,0.1780821917808219,0,1
Citroen,C6,10482.35,2450,54990,209.91525423728814,165.0,241.0,182929.25,4367.0,361393.0,8.372549019607838,6.6,11.2,14.1,10,16
Citroen,C8,6465.033333333334,500,22990,135.20689655172413,11.0,204.0,181568.84444444443,1.0,345000.0,7.083823529411756,5.9,11.5,13.977777777777778,8,19
Citroen,DS,24146.8,7800,61900,165.85,82.0,224.0,53330.75,2500.0,130500.0,4.569230769230769,1.6,6.7,4.8,1,9
Citroen,DS3,9573.923322683706,3700,32990,110.91014975041597,68.0,207.0,96728.47284345048,10.0,287352.0,5.010643015521062,0.0,8.2,8.95367412140575,2,13
Citroen,DS4,11513.607929515418,6390,19990,137.7579908675799,92.0,211.0,106258.94713656387,17802.0,226000.0,5.315060240963854,3.6,7.7,8.704845814977974,4,11
Citroen,DS5,15005.68345323741,7990,32600,162.37209302325581,10.0,200.0,111204.92086330935,1700.0,327088.0,5.136363636363635,3.3,7.3,7.9640287769784175,4,11
Citroen,E-C4 Electric,34366.2,31750,36990,112.4,77.0,136.0,1610.4,1.0,6000.0,,,,0.6,0,1
Citroen,E-Méhari,14886.285714285714,11900,16585,68.0,68.0,68.0,2770.0,150.0,12000.0,,,,4.285714285714286,4,5
Citroen,Evasion,2350.0,850,3800,106.66666666666667,90.0,121.0,211000.0,199000.0,220000.0,8.75,6.9,10.6,18.333333333333332,12,22
Citroen,Grand C4 Picasso,14460.68485915493,995,35980,128.22222222222223,92.0,165.0,123152.18133802817,99.0,350000.0,4.868735632183899,3.6,8.0,6.86443661971831,1,16
Citroen,Grand C4 SpaceTourer,24584.396825396827,9800,43065,132.3314917127072,111.0,166.0,47854.81481481482,1.0,258731.0,4.684732824427481,3.7,6.3,2.455026455026455,0,8
Citroen,Jumper,20159.126984126986,1500,74726,135.69205834683956,84.0,185.0,106692.18412698412,0.0,727293.0,6.9987113402061985,3.4,66.0,5.314285714285714,0,21
Citroen,Jumpy,22190.05030487805,1100,51000,126.09904153354633,69.0,224.0,77000.88549618321,0.0,388882.0,6.340274599542329,4.2,62.0,4.117378048780488,0,22
Citroen,LNA,11667.5,10200,13750,97.0,82.0,102.0,48950.0,33600.0,67500.0,3.5,3.5,3.5,3.5,3,4
Citroen,Nemo,6734.8,1300,12990,75.41509433962264,5.0,95.0,127919.04848484849,1.0,414000.0,4.782456140350877,3.8,7.0,8.76969696969697,4,15
Citroen,Others,31417.834285714285,2400,45500,131.75539568345323,67.0,224.0,36243.74556213018,1.0,1397190.0,4.347826086956522,3.9,5.0,2.5485714285714285,0,18
Citroen,SAXO,1865.1851851851852,400,9900,67.63461538461539,58.0,101.0,193008.96296296295,100.0,370480.0,6.173913043478263,5.3,7.5,20.537037037037038,18,22
Citroen,SM,14035.0,13780,14290,120.0,120.0,120.0,36480.0,100.0,72860.0,,,,3.0,1,5
Citroen,Spacetourer,41425.611374407585,16850,61970,156.21634615384616,77.0,179.0,31606.94786729858,2.0,215957.0,6.440782122905026,4.8,53.0,1.8767772511848342,0,6
Citroen,Traction,5848.571428571428,4490,7490,75.33333333333333,61.0,111.0,131009.14285714286,42000.0,223000.0,,,,10.571428571428571,9,12
Citroen,Xantia,3383.0,1399,6500,103.33333333333333,90.0,110.0,187514.0,159175.0,212311.0,8.55,8.4,8.7,21.333333333333332,21,22
Citroen,Xsara,2342.1666666666665,399,6500,103.67361111111111,69.0,116.0,177766.11111111112,66280.0,448000.0,6.669924812030066,4.5,8.3,17.993055555555557,12,22
Citroen,Xsara Picasso,2450.6181818181817,1,26542,106.72784810126582,90.0,136.0,202836.07272727272,10.0,388531.0,6.766141732283458,4.9,8.7,16.381818181818183,8,22
Ferrari,360,90297.27586206897,63360,209900,402.86046511627904,400.0,544.0,54312.91954022989,9900.0,125500.0,18.101886792452813,17.9,19.3,19.82758620689655,17,22
Ferrari,430 Scuderia,260799.92857142858,190000,429900,508.85714285714283,506.0,510.0,26895.785714285714,4473.0,78500.0,15.7,15.7,15.7,13.357142857142858,13,14
Ferrari,456,81479.625,60999,97900,442.0,442.0,442.0,68307.75,36101.0,140000.0,21.485714285714288,19.2,22.0,20.875,19,22
Ferrari,458,240496.85820895524,1,817008,574.8015873015873,566.0,606.0,36087.05223880597,1.0,112000.0,12.95421686746986,11.8,13.7,9.514925373134329,6,12
Ferrari,488,279015.0267379679,171000,718900,683.364161849711,669.0,751.0,16062.636363636364,1.0,59000.0,11.47463768115943,9.8,12.8,4.101604278074866,0,7
Ferrari,512,180000.0,180000,180000,,,,41500.0,41500.0,41500.0,,,,19.0,19,19
Ferrari,550,266261.6666666667,98990,550000,485.0,485.0,485.0,37109.25,163.0,98233.0,23.5,22.9,24.7,18.333333333333332,2,22
Ferrari,575,123356.9387755102,69890,489500,517.3061224489796,515.0,540.0,44497.28571428572,6000.0,160000.0,22.158064516129027,12.9,23.5,18.816326530612244,16,20
Ferrari,599,236608.47619047618,89900,1145000,625.1551724137931,619.0,670.0,40209.4126984127,390.0,82900.0,19.82758620689655,17.9,23.1,13.984126984126984,10,16
Ferrari,612,89545.30769230769,59900,480000,540.4318181818181,538.0,548.0,54995.21978021978,0.0,158910.0,19.550000000000015,18.2,21.0,16.47252747252747,13,18
Ferrari,812,432148.86075949366,279000,812000,798.4473684210526,795.0,810.0,9138.405063291139,50.0,41177.0,15.082758620689642,14.5,17.2,2.4430379746835444,0,5
Ferrari,California,125579.43137254902,82900,425000,502.05263157894734,460.0,570.0,54310.74509803922,185.0,149600.0,12.135000000000014,10.5,13.1,9.209150326797385,4,13
Ferrari,Enzo Ferrari,3575000.0,3250000,3900000,659.0,659.0,659.0,9250.0,8000.0,10500.0,2.0,2.0,2.0,18.5,18,19
Ferrari,F12,355461.8461538461,174900,1590000,744.4313725490196,736.0,780.0,30112.5,342.0,79000.0,15.40967741935484,14.8,16.3,7.865384615384615,4,10
Ferrari,F430,128957.584,79000,339980,496.1138211382114,485.0,707.0,48515.04,460.0,110000.0,17.09887640449437,13.3,18.3,15.064,9,18
Ferrari,F8 Spider,403920.0588235294,315000,523750,720.7647058823529,719.0,721.0,5765.294117647059,36.0,35800.0,12.27142857142857,11.5,13.1,0.8823529411764706,0,2
Ferrari,F8 Tributo,349035.546875,278900,526900,720.9047619047619,719.0,721.0,5736.09375,1.0,34241.0,11.527450980392148,1.0,12.9,1.125,0,2
Ferrari,FF,146285.6349206349,104999,259000,661.0952380952381,650.0,689.0,54246.90476190476,150.0,135000.0,15.25319148936169,10.0,16.3,9.253968253968255,5,11
Ferrari,GTC4 Lusso,235218.95714285714,182520,449000,663.0793650793651,609.0,699.0,22907.7,350.0,64942.0,13.719047619047625,1.0,16.1,3.9714285714285715,1,6
Ferrari,LaFerrari,3935944.6923076925,2850000,5190900,939.0,795.0,963.0,4123.0,225.0,13200.0,14.0,14.0,14.0,7.846153846153846,5,9
Ferrari,Monza,3072450.0,2514900,3630000,810.0,810.0,810.0,52.5,50.0,55.0,,,,1.0,0,2
Ferrari,Others,378234.6976744186,31000,859000,733.25,1.0,1040.0,9716.06976744186,10.0,72500.0,12.359090909090913,6.5,21.3,4.209302325581396,0,22
Ferrari,Portofino,231119.80303030304,170000,379880,602.203125,600.0,630.0,11716.924242424242,1.0,85190.0,10.799999999999999,2.0,11.7,2.742424242424242,0,4
Ferrari,Roma,262324.1,224800,420880,620.0,620.0,620.0,6728.371428571429,10.0,22000.0,10.976923076923073,10.3,17.8,1.0142857142857142,0,2
Ferrari,SF90 Spider,958450.0,770000,1146900,889.5,780.0,999.0,1910.0,50.0,3770.0,,,,0.5,0,1
Ferrari,SF90 Stradale,593762.0,430000,725000,959.0185185185185,779.0,1001.0,2564.9285714285716,10.0,12000.0,7.704761904761904,6.0,14.2,0.9107142857142857,0,3
Ferrari,Scuderia Spider 16M,399649.6666666667,249950,599999,508.6666666666667,506.0,510.0,34310.333333333336,5000.0,71631.0,15.4,14.8,15.7,13.0,13,13
Ferrari,Superamerica,384733.3333333333,320000,489000,540.0,540.0,540.0,21443.11111111111,550.0,49000.0,19.85,12.9,22.9,16.22222222222222,16,17
Ford,B-Max,10824.040364583334,4499,18530,99.1259842519685,69.0,140.0,81067.94270833333,7000.0,229000.0,5.001587301587338,2.2,7.9,6.904947916666667,4,10
Ford,Bronco,73431.46341463414,49980,118500,266.7,245.0,363.0,910.9268292682926,0.0,10000.0,10.71851851851852,6.5,13.8,0.5609756097560976,0,2
Ford,C-Max,12087.170412750307,1200,24970,122.24021425628348,86.0,185.0,104517.31875766245,1.0,316000.0,5.164292408622463,1.5,27.0,7.245198201879853,0,18
Ford,Connect Elekto,8630.25,1210,22900,106.375,90.0,120.0,184934.875,19868.0,275585.0,4.4,4.4,4.4,9.75,2,14
Ford,Cougar,3384.777777777778,1890,5999,161.33333333333334,131.0,170.0,160729.66666666666,65000.0,304000.0,9.275,8.3,10.0,21.77777777777778,21,22
Ford,Courier,14650.0,14430,14870,88.0,75.0,101.0,27255.5,11.0,54500.0,4.8,4.3,5.3,1.0,0,2
Ford,Crown,12296.666666666666,9990,15000,244.66666666666666,241.0,250.0,166374.33333333334,62000.0,238000.0,11.0,11.0,11.0,16.0,14,18
Ford,EcoSport,16937.85768790538,6900,31100,115.3928434013082,90.0,140.0,38514.5145038168,0.0,782402.0,5.185985533453906,0.0,9.2,3.1926745516978254,0,22
Ford,Econoline,16950.0,16950,16950,237.0,237.0,237.0,93890.0,93890.0,93890.0,,,,17.0,17,17
Ford,Edge,32650.126829268294,4150,88999,215.8441717791411,80.0,340.0,62171.01829268293,20.0,229252.0,6.16234817813769,5.0,11.8,4.036585365853658,1,15
Ford,Escape,9223.2,5999,19950,176.3,111.0,249.0,97383.26666666666,1000.0,150000.0,6.512499999999999,5.8,8.4,8.8,5,15
Ford,Escort,36496.666666666664,20990,65500,216.66666666666666,125.0,400.0,7797.0,1.0,13390.0,5.8,5.8,5.8,6.333333333333333,0,18
Ford,Expedition,54624.75,11999,117900,317.14285714285717,213.0,375.0,89093.75,17950.0,178000.0,13.7,13.7,13.7,8.375,2,20
Ford,Explorer,54250.936046511626,2500,86900,384.14,204.0,457.0,51191.45029239766,0.0,378660.0,3.8669999999999956,2.9,14.9,4.511627906976744,0,22
Ford,Express,8500.0,8500,8500,,,,38949.0,38949.0,38949.0,,,,11.0,11,11
Ford,F 250,71156.89285714286,18000,129990,420.89285714285717,250.0,598.0,76677.17857142857,100.0,380000.0,13.178571428571429,13.0,15.0,5.857142857142857,0,20
Ford,F 350,48849.22222222222,11900,97900,380.55555555555554,252.0,430.0,126083.0,100.0,274678.0,13.0,13.0,13.0,10.333333333333334,1,19
Ford,F 650,79000.0,79000,79000,325.0,325.0,325.0,222000.0,222000.0,222000.0,,,,18.0,18,18
Ford,F-150,67606.40845070423,4000,210970,387.5940959409594,182.0,770.0,61622.17183098591,1.0,449695.0,12.154716981132081,1.0,13.1,4.416901408450705,0,21
Ford,Fiesta,9609.140533124266,300,31490,85.03782505910165,1.0,230.0,90535.60642885143,0.0,1030000.0,4.999750453720498,0.0,99.9,7.498431987455899,0,22
Ford,Flex,29333.5,23899,36490,256.57142857142856,152.0,314.0,44517.875,18300.0,128900.0,,,,4.125,3,7
Ford,Focus,11974.060494282552,250,55000,121.80690038953811,5.0,450.0,112006.1258302583,0.0,2132121.0,5.142893562778723,0.0,99.9,7.863887864256732,0,22
Ford,Focus C-Max,3466.989247311828,1,34500,114.19553072625699,90.0,309.0,190645.36021505378,149.0,352900.0,6.393902439024383,4.7,9.4,16.672043010752688,6,19
Ford,Focus CC,5584.194444444444,2300,9990,124.6,90.0,145.0,146658.69444444444,66000.0,280000.0,6.544827586206898,4.4,8.3,13.666666666666666,11,17
Ford,Freestyle,34490.0,34490,34490,355.0,355.0,355.0,85000.0,85000.0,85000.0,7.7,7.7,7.7,5.0,5,5
Ford,Fusion,3318.936936936937,650,12990,81.83939393939394,68.0,239.0,148965.3003003003,22500.0,354785.0,6.1858657243816095,4.4,7.8,15.567567567567568,9,20
Ford,GT,701398.5,49900,1390000,613.75,551.0,791.0,14775.0,0.0,59985.0,15.225000000000001,14.0,17.3,10.357142857142858,0,17
Ford,Galaxy,26283.08494208494,990,62772,159.85271317829458,90.0,241.0,103327.74613402062,1.0,419000.0,5.809356725146202,0.0,11.4,5.45045045045045,0,22
Ford,Gran Torino,23224.75,16950,35999,115.25,101.0,120.0,107433.25,43.0,169912.0,4.85,4.7,5.0,3.25,0,5
Ford,Grand C-Max,14463.100427350428,3450,25900,130.28755364806867,95.0,182.0,105233.50213675214,9227.0,400529.0,5.332820512820526,4.1,7.9,5.833333333333333,2,12
Ford,Grand Tourneo,26144.238805970148,7990,35999,119.14179104477611,95.0,150.0,58731.05970149254,10.0,264035.0,4.862399999999997,4.3,8.0,3.1343283582089554,0,8
Ford,Ka/Ka+,16529.62900355872,250,1390000,130.5397144132084,7.0,771.0,87138.55137900356,0.0,455772.0,5.699136868064063,0.0,16.8,6.924154804270462,0,22
Ford,Kuga,20637.176173082327,5500,49989,147.09500850822462,4.0,306.0,70431.95193929174,0.0,360000.0,5.692812602559882,0.0,10.3,4.700477662264681,0,14
Ford,M,17007.41176470588,4290,29988,110.11764705882354,69.0,239.0,70428.4705882353,26695.0,139500.0,6.25,4.9,7.6,5.529411764705882,3,12
Ford,Maverick,22171.3,1450,67900,182.46153846153845,124.0,250.0,136643.75,48.0,384000.0,10.246874999999996,8.5,12.8,12.275,0,21
Ford,Mondeo,18564.173658536587,350,43990,156.65067367729213,90.0,241.0,103237.74731707317,1.0,455772.0,5.380477634571562,1.1,58.0,6.23739837398374,0,22
Ford,Mustang,43082.62805755396,6944,260000,378.30751708428244,136.0,771.0,46189.38633093525,0.0,370000.0,11.258207217695013,6.2,16.8,4.979136690647482,0,22
Ford,Mustang Mach-E,66025.57219251337,49990,85500,311.07540983606555,136.0,601.0,3046.819718309859,1.0,66000.0,,,,0.4839572192513369,0,6
Ford,Others,23216.960317460318,800,102990,150.98373983739836,60.0,551.0,42182.119047619046,4.0,277100.0,7.689743589743589,3.5,99.0,5.063492063492063,0,22
Ford,Puma,23088.49688888889,980,38900,126.03654188948306,12.0,200.0,13168.487111111112,0.0,276450.0,4.746311970979464,0.0,7.4,1.1048888888888888,0,22
Ford,Ranger,39234.45668827342,2200,87990,191.5068493150685,16.0,450.0,51128.43506493507,0.0,450000.0,8.132181425485957,5.0,12.0,3.175014731879788,0,21
Ford,S-Max,25866.03870343493,1795,49990,169.35554474708172,14.0,241.0,90401.43734881471,5.0,564000.0,5.796460674157302,4.9,50.0,5.166424770198355,0,16
Ford,Streetka,3109.1470588235293,950,12880,94.04411764705883,69.0,97.0,124172.45588235294,4635.0,217190.0,7.719672131147533,4.9,7.9,17.41176470588235,4,19
Ford,Taurus,18132.666666666668,1400,27999,308.3333333333333,197.0,364.0,78064.33333333333,69999.0,89195.0,,,,12.0,8,19
Ford,Thunderbird,23192.6,18475,26950,261.6,256.0,284.0,125908.8,7643.0,250000.0,,,,19.4,17,21
Ford,Tourneo,17459.54117647059,2490,46990,112.88095238095238,75.0,185.0,91070.57142857143,10.0,400000.0,5.7697368421052655,4.1,9.4,6.458823529411765,0,19
Ford,Tourneo Connect,20353.357746478872,1000,35990,108.090395480226,3.0,150.0,69863.63661971831,0.0,325000.0,5.020430107526888,3.0,8.3,4.535211267605634,0,19
Ford,Tourneo Courier,14105.25,2900,26725,99.12265758091993,75.0,751.0,71492.0969387755,1.0,279000.0,4.7755064456722,1.4,6.8,4.710884353741497,0,14
Ford,Tourneo Custom,46721.515432098764,14880,65990,156.7796086508754,105.0,186.0,20931.511316872427,0.0,384000.0,6.703425414364695,2.6,8.8,1.2818930041152263,0,9
Ford,Transit,25162.60529045643,333,83470,128.06149035956227,1.0,185.0,97226.1277258567,0.0,2019000.0,6.9762015503875725,1.0,10.7,4.9870331950207465,0,22
Ford,Transit Bus,19247.909090909092,11499,39950,125.18181818181819,86.0,155.0,119971.72727272728,2500.0,204100.0,6.766666666666667,5.0,7.9,7.545454545454546,4,13
Ford,Transit Connect,16167.329039812646,1100,39990,101.25413711583924,75.0,155.0,100611.5035460993,0.0,432749.0,4.965781710914426,2.0,7.1,4.8149882903981265,0,19
Ford,Transit Courier,16417.811279826463,3699,26240,91.67320261437908,73.0,211.0,40595.02407002188,0.0,288560.0,5.042643391521182,3.8,7.1,1.9696312364425164,0,9
