,,price,price,price,power,power,power,mileage,mileage,mileage,fuelConsumption,fuelConsumption,fuelConsumption,age,age,age
,,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max
Mercedes-Benz,G 300,88350.0,84950,95000,184.0,184.0,184.0,63950.0,27000.0,89200.0,11.375,11.2,11.7,9.0,8,11
Mercedes-Benz,G 320,63240.08,28999,139990,221.68,211.0,224.0,199760.6,88000.0,420000.0,11.823809523809524,11.0,15.5,15.72,13,22
Mercedes-Benz,G 350,100373.7197640118,43500,209900,245.0589970501475,211.0,286.0,70772.23303834809,15.0,320000.0,10.181418918918954,8.7,17.0,5.460176991150442,0,13
Mercedes-Benz,G 400,137586.50442477877,25500,228480,305.33035714285717,249.0,330.0,73380.76991150442,50.0,420551.0,10.07187500000002,7.9,12.8,6.752212389380531,0,21
Mercedes-Benz,G 500,140772.62790697673,32990,389900,398.29527559055117,295.0,700.0,61033.058139534885,1.0,299600.0,13.237019230769214,11.5,16.7,7.065891472868217,0,22
Mercedes-Benz,G 55 AMG,71092.66666666667,47950,128000,464.97297297297297,354.0,625.0,99883.8717948718,9814.0,200000.0,16.007692307692302,15.9,16.3,15.076923076923077,9,20
Mercedes-Benz,G 63 AMG,210702.08878504674,59984,1202200,581.8758782201405,387.0,801.0,36872.52570093458,1.0,223000.0,13.941340782122852,1.0,19.0,3.0303738317757007,0,10
Mercedes-Benz,G 65 AMG,433959.4,99999,1166200,623.7,612.0,630.0,31457.1,34.0,100000.0,17.0,17.0,17.0,6.25,3,10
Mercedes-Benz,GL 320,14908.777777777777,7990,27900,224.22222222222223,224.0,227.0,258518.22222222222,129000.0,519000.0,9.925000000000002,9.7,10.0,14.222222222222221,12,16
Mercedes-Benz,GL 350,32092.425,9999,71044,249.175,211.0,266.0,192280.45,69700.0,366203.0,8.29999999999999,6.4,10.0,9.25,6,13
Mercedes-Benz,GL 400,47050.0,39500,53950,333.25,333.0,334.0,119615.25,52000.0,188491.0,9.733333333333333,9.2,10.4,7.0,6,8
Mercedes-Benz,GL 420,13053.42857142857,8950,23900,306.1904761904762,306.0,310.0,266552.7619047619,132512.0,433580.0,11.742105263157898,11.5,11.8,14.80952380952381,12,16
Mercedes-Benz,GL 450,28415.125,9950,50000,340.3125,306.0,368.0,162773.5625,46000.0,370000.0,12.807692307692308,9.2,13.6,11.1875,6,16
Mercedes-Benz,GL 500,33712.58064516129,14300,63980,407.38709677419354,367.0,455.0,154814.7741935484,68354.0,285814.0,12.727586206896554,10.3,14.1,11.0,6,16
Mercedes-Benz,GL 55 AMG,46500.0,46500,46500,354.0,354.0,354.0,98512.0,98512.0,98512.0,,,,21.0,21,21
Mercedes-Benz,GL 63 AMG,54996.208333333336,33989,99499,560.2916666666666,525.0,700.0,137798.20833333334,52145.0,286647.0,12.300000000000002,12.3,12.3,8.125,6,9
Mercedes-Benz,GLA 180,27884.05166475316,12950,58555,120.48152424942263,73.0,360.0,53806.031070195626,10.0,470451.0,5.628274967574602,0.0,7.6,3.7049368541905854,0,8
Mercedes-Benz,GLA 200,31211.768814559764,14490,58950,148.0394671928959,109.0,177.0,57940.93113625184,1.0,320000.0,5.266429353778778,2.7,10.0,3.8578455484505656,0,8
Mercedes-Benz,GLA 220,31901.172549019608,16600,59764,178.76574803149606,122.0,258.0,68270.13921568627,500.0,199000.0,4.998444444444447,2.5,8.2,4.3882352941176475,0,8
Mercedes-Benz,GLA 250,45214.16464471404,19950,59950,206.3787610619469,114.0,313.0,25283.81109185442,0.0,169904.0,5.647446808510664,1.0,9.5,2.2391681109185444,0,8
Mercedes-Benz,GLA 35 AMG,61387.0625,38990,77980,304.5,258.0,306.0,17615.21875,10.0,139900.0,7.562962962962963,7.0,8.8,1.375,0,7
Mercedes-Benz,GLA 45 AMG,36551.55111111111,18475,86900,295.42410714285717,122.0,421.0,72361.85333333333,3010.0,217889.0,6.454411764705872,4.2,9.3,5.6,0,8
Mercedes-Benz,GLB 180,42904.72903225807,37800,49950,129.5483870967742,116.0,136.0,15724.54193548387,50.0,108554.0,5.611999999999999,4.7,7.0,0.8774193548387097,0,3
Mercedes-Benz,GLB 200,46315.5578313253,36900,55400,156.89638554216867,150.0,190.0,15920.518072289156,21.0,92604.0,5.493859649122843,4.0,7.6,1.0795180722891566,0,3
Mercedes-Benz,GLB 220,53363.27374301676,45790,63450,190.0,190.0,190.0,15433.480446927375,22.0,68000.0,5.1232558139534925,4.3,5.9,0.88268156424581,0,2
Mercedes-Benz,GLB 250,51736.73617021277,43890,76950,224.0,224.0,224.0,14969.68085106383,2403.0,65000.0,7.201769911504431,6.6,8.5,1.4680851063829787,0,3
Mercedes-Benz,GLB 35 AMG,64686.09433962264,56880,76400,306.0,306.0,306.0,12889.32075471698,1949.0,46500.0,7.753061224489791,7.5,8.6,0.9245283018867925,0,2
Mercedes-Benz,GLC 200,52052.6181640625,35490,74980,187.087084148728,150.0,211.0,20163.9072265625,1.0,154000.0,6.688290155440444,5.0,8.5,1.314453125,0,5
Mercedes-Benz,GLC 220,43256.67935299715,21900,76000,180.76630176106616,15.0,1700.0,63840.81398667935,1.0,349899.0,5.365934065934006,1.0,99.9,3.2340627973358704,0,7
Mercedes-Benz,GLC 250,37314.29787234042,21900,59490,206.19131097560975,170.0,320.0,90504.21656534955,1200.0,347000.0,5.960134003350125,4.0,9.5,4.456686930091186,1,7
Mercedes-Benz,GLC 300,59462.56037151703,31460,78870,228.27634660421546,136.0,333.0,22154.598760650657,5.0,401899.0,4.323746452223296,1.0,15.2,1.318111455108359,0,6
Mercedes-Benz,GLC 350,42238.937381404176,26980,63900,256.5440313111546,1.0,326.0,92355.85388994307,1040.0,348217.0,5.049464668094228,2.0,7.9,4.377609108159393,2,6
Mercedes-Benz,GLC 400,70147.24363636364,32990,92900,328.61454545454546,194.0,330.0,21086.81090909091,1400.0,168000.0,6.54291187739465,5.0,6.7,1.229090909090909,0,6
Mercedes-Benz,GLC 43 AMG,59226.81952117864,36490,98995,373.5966850828729,177.0,450.0,51003.96316758748,2000.0,182500.0,9.36039215686273,4.7,10.8,3.2357274401473295,0,6
Mercedes-Benz,GLC 63 AMG,88922.91891891892,54950,159950,497.05019305019306,197.0,518.0,35670.03088803089,20.0,179977.0,11.78760683760687,1.9,13.2,2.5096525096525095,0,5
Mercedes-Benz,GLE 250,38109.23529411765,23950,73000,204.36974789915968,204.0,245.0,102616.3781512605,11000.0,321198.0,5.704901960784311,4.7,11.4,5.302521008403361,3,7
Mercedes-Benz,GLE 300,76197.20136518772,59990,99900,252.09556313993173,245.0,272.0,26610.866894197952,1.0,178000.0,6.18283582089552,5.7,7.3,1.378839590443686,0,3
Mercedes-Benz,GLE 350,68691.0041493776,21500,119900,253.20643806857942,189.0,351.0,58271.84290657439,0.0,330000.0,5.9777334397446715,0.7,12.5,3.020055325034578,0,7
Mercedes-Benz,GLE 400,89201.80434782608,31998,142900,330.40434782608696,330.0,334.0,27916.015217391305,10.0,183000.0,7.272850678733064,4.1,10.5,1.391304347826087,0,7
Mercedes-Benz,GLE 43 AMG,55665.09574468085,39880,71899,379.02127659574467,367.0,390.0,79894.94680851063,17697.0,160000.0,9.181111111111107,8.4,10.5,4.553191489361702,3,7
Mercedes-Benz,GLE 450,81439.59090909091,42800,198900,367.29801324503313,250.0,390.0,33837.88961038961,10.0,166950.0,8.589781021897801,0.7,10.1,2.207792207792208,0,7
Mercedes-Benz,GLE 500,48674.770833333336,32990,154700,409.29347826086956,333.0,455.0,92062.82291666667,1390.0,204249.0,6.584999999999999,3.0,11.9,5.239583333333333,3,7
Mercedes-Benz,GLE 53 AMG,111449.23655913978,36490,154850,432.9462365591398,204.0,457.0,18919.40860215054,2001.0,109989.0,9.595121951219523,9.3,10.8,1.2473118279569892,0,5
Mercedes-Benz,GLE 580,109513.45714285714,88885,139890,489.0,489.0,489.0,13312.228571428572,15.0,44318.0,10.461764705882356,9.5,12.8,1.0857142857142856,0,2
Mercedes-Benz,GLE 63 AMG,116931.6783919598,56900,338900,591.8383838383838,557.0,799.0,49204.66331658291,20.0,177201.0,11.932203389830509,7.0,14.9,3.2160804020100504,0,7
Mercedes-Benz,GLK 200,18172.421875,9900,23490,142.78125,136.0,143.0,130110.390625,43000.0,269711.0,5.626666666666668,5.5,6.8,8.828125,7,12
Mercedes-Benz,GLK 220,18270.460567823346,8300,37950,170.0347003154574,163.0,200.0,147058.8832807571,20740.0,302732.0,6.329681978798565,5.5,6.9,10.16403785488959,3,13
Mercedes-Benz,GLK 250,20770.78481012658,9900,32990,204.35443037974684,204.0,211.0,136254.41772151898,40000.0,296204.0,6.660000000000003,6.1,7.7,10.08860759493671,7,13
Mercedes-Benz,GLK 280,14129.0,8900,18950,232.41666666666666,231.0,245.0,176455.5,119734.0,281000.0,10.420000000000002,10.4,10.5,13.666666666666666,13,14
Mercedes-Benz,GLK 300,15530.555555555555,13990,16995,231.0,231.0,231.0,156284.22222222222,107000.0,205124.0,10.285714285714286,10.2,10.5,12.11111111111111,11,13
Mercedes-Benz,GLK 320,13061.2,7999,26990,225.7,224.0,272.0,215702.9,88500.0,370000.0,8.017857142857148,6.9,8.4,13.333333333333334,12,14
Mercedes-Benz,GLK 350,17853.41592920354,8750,34890,259.4424778761062,224.0,306.0,178744.34513274336,39584.0,410000.0,8.453773584905655,6.1,10.8,10.371681415929203,7,14
Mercedes-Benz,GLS 350,76671.05813953489,34900,139900,266.4651162790698,258.0,286.0,67800.54651162791,108.0,310200.0,7.634666666666667,7.1,8.9,3.616279069767442,0,7
Mercedes-Benz,GLS 400,108871.28205128205,42899,181550,330.62820512820514,330.0,334.0,37691.01282051282,15.0,183260.0,8.156338028169014,7.1,10.9,1.8846153846153846,0,6
Mercedes-Benz,GLS 450,128005.25,109630,164101,367.25,367.0,368.0,12868.25,55.0,29800.0,9.45,9.1,10.1,1.0,0,2
Mercedes-Benz,GLS 500,73758.91666666667,46398,144950,457.8333333333333,455.0,489.0,79595.25,14674.0,167000.0,11.220000000000002,10.9,12.3,4.583333333333333,1,7
Mercedes-Benz,GLS 580,154249.57692307694,124980,214900,489.0,489.0,489.0,19352.884615384617,60.0,57000.0,11.274999999999997,9.8,12.5,1.0,0,2
Mercedes-Benz,GLS 600,278970.22222222225,218880,554540,562.5555555555555,511.0,799.0,2553.703703703704,12.0,12764.0,12.69285714285714,11.7,15.7,0.7407407407407407,0,2
Mercedes-Benz,GLS 63 AMG,165147.83018867925,69500,343910,606.811320754717,585.0,801.0,32981.92452830189,12.0,117360.0,12.109999999999992,10.4,13.8,2.339622641509434,0,6
Mercedes-Benz,MB 100,11950.0,11950,11950,272.0,272.0,272.0,192894.0,192894.0,192894.0,,,,16.0,16,16
Mercedes-Benz,ML 230,5063.333333333333,3900,5800,150.0,150.0,150.0,192042.66666666666,152128.0,225000.0,12.766666666666666,12.7,12.8,22.0,22,22
Mercedes-Benz,ML 250,24837.08256880734,15485,39990,204.16666666666666,204.0,207.0,145953.88073394494,22607.0,403261.0,6.152127659574467,5.8,6.8,9.128440366972477,6,11
Mercedes-Benz,ML 270,5742.6,1490,13990,163.88333333333333,163.0,190.0,250084.73333333334,82993.0,412401.0,9.393478260869564,8.5,9.5,19.066666666666666,14,22
Mercedes-Benz,ML 280,10484.298245614034,4950,18900,189.859649122807,189.0,190.0,245654.8947368421,97000.0,419137.0,9.465384615384618,9.1,9.8,14.666666666666666,12,17
Mercedes-Benz,ML 300,16025.206896551725,9999,26900,206.06896551724137,190.0,306.0,213946.0,100090.0,413874.0,8.734615384615385,8.4,9.6,11.482758620689655,9,13
Mercedes-Benz,ML 320,9370.42441860465,2499,18500,222.8830409356725,190.0,227.0,242352.0988372093,92800.0,454000.0,10.059863945578222,9.3,13.8,15.75,12,22
Mercedes-Benz,ML 350,23704.398416886543,3450,45105,255.60158311345646,201.0,309.0,172457.58047493405,18802.0,399000.0,8.018075801749298,6.8,14.1,10.353562005277045,6,19
Mercedes-Benz,ML 400,7377.478260869565,3900,13500,250.34782608695653,250.0,254.0,222999.30434782608,110000.0,376400.0,10.511111111111113,9.4,10.9,18.82608695652174,17,21
Mercedes-Benz,ML 420,13390.347826086956,7798,24900,303.4347826086956,204.0,349.0,256798.39130434784,53218.0,513671.0,10.947368421052634,7.0,11.3,14.521739130434783,11,16
Mercedes-Benz,ML 430,7780.444444444444,3565,18900,263.875,207.0,272.0,198098.33333333334,92500.0,296000.0,13.5,11.9,13.9,20.555555555555557,11,22
Mercedes-Benz,ML 450,14765.6,9999,16990,306.0,306.0,306.0,249702.4,185324.0,299000.0,10.9,10.6,11.3,12.6,12,13
Mercedes-Benz,ML 500,23177.4375,5999,46980,356.59375,292.0,408.0,163456.46875,41750.0,370000.0,12.596000000000004,11.0,14.6,13.21875,0,21
Mercedes-Benz,ML 55 AMG,11664.6,4950,22950,347.0,347.0,347.0,196485.8,100000.0,307801.0,14.491666666666669,12.8,14.8,20.266666666666666,18,22
Mercedes-Benz,ML 63 AMG,39226.567164179105,14999,59990,529.5,510.0,710.0,120800.0895522388,27600.0,250000.0,13.589285714285698,11.8,16.5,11.059701492537313,6,16
Mercedes-Benz,Marco Polo,65065.57317073171,8900,120500,180.49382716049382,136.0,239.0,42619.03658536585,1.0,331365.0,6.366216216216217,5.8,8.7,2.8536585365853657,0,14
Mercedes-Benz,Others,51988.40684713376,1950,689000,239.1896125309151,75.0,670.0,61194.6224,5.0,963364.0,6.552976190476191,0.7,14.8,4.445859872611465,0,22
Mercedes-Benz,R 280,8756.272727272728,4999,14999,203.1818181818182,190.0,231.0,227701.5,142000.0,329970.0,10.52,8.9,13.2,14.181818181818182,12,15
Mercedes-Benz,R 300,16129.1875,6950,26850,192.5625,190.0,231.0,196194.1875,91646.0,361241.0,8.485714285714284,7.6,10.8,10.75,9,13
Mercedes-Benz,R 320,9179.314814814816,3980,46788,223.7037037037037,136.0,265.0,234623.1851851852,56172.0,406900.0,9.341304347826092,6.6,9.5,14.537037037037036,2,16
Mercedes-Benz,R 350,14361.310344827587,3799,22890,263.140350877193,211.0,306.0,185986.9827586207,76000.0,351000.0,10.279245283018867,8.4,11.9,12.879310344827585,9,16
Mercedes-Benz,R 500,17462.428571428572,7250,31950,322.0952380952381,306.0,387.0,134868.33333333334,52614.0,241584.0,13.608333333333334,12.9,13.9,15.142857142857142,12,16
Mercedes-Benz,R 63 AMG,45550.0,34990,54950,510.0,510.0,510.0,112500.0,84000.0,132000.0,16.366666666666664,16.3,16.5,15.25,15,16
Mercedes-Benz,S 250,21700.0,16500,25800,204.0,204.0,204.0,144962.5,84000.0,200000.0,5.725,5.7,5.8,10.0,9,11
Mercedes-Benz,S 280,366566.6666666667,340900,411900,612.0,612.0,612.0,4833.333333333333,1500.0,6500.0,,,,1.0,1,1
Mercedes-Benz,S 300,37318.88888888889,29950,49950,204.0,204.0,204.0,152578.66666666666,77232.0,236900.0,4.4111111111111105,4.3,4.6,7.111111111111111,5,8
Mercedes-Benz,S 320,8263.747474747475,1600,21900,220.4949494949495,196.0,237.0,252647.41414141413,59000.0,526429.0,8.874157303370783,7.6,11.5,17.484848484848484,12,22
Mercedes-Benz,S 350,49863.97074954296,3300,159990,267.5569852941176,211.0,314.0,120925.90493601463,2.0,550000.0,6.914016736401673,4.9,11.9,7.478976234003657,0,20
Mercedes-Benz,S 400,85489.75562700964,1485,177500,326.92508143322476,250.0,367.0,72612.79421221865,0.0,329000.0,6.815107913669081,5.1,10.0,4.588424437299035,0,22
Mercedes-Benz,S 420,17213.933333333334,7990,35900,313.6,272.0,320.0,249290.06666666668,89990.0,388000.0,9.518181818181818,9.4,9.6,14.4,13,16
Mercedes-Benz,S 430,7671.727272727273,4740,12500,279.0,279.0,279.0,254359.0909090909,87003.0,529000.0,11.78888888888889,10.3,12.5,19.90909090909091,18,22
Mercedes-Benz,S 450,88242.09523809524,9980,190615,360.9047619047619,269.0,368.0,55642.869047619046,6.0,285000.0,8.494444444444447,7.0,11.9,4.273809523809524,0,15
Mercedes-Benz,S 500,65722.26476578412,2390,213511,414.99380165289256,306.0,521.0,110717.27902240327,10.0,460000.0,9.474271844660217,2.8,14.0,8.415478615071283,0,22
Mercedes-Benz,S 55 AMG,22231.478260869564,8999,74900,408.9130434782609,359.0,500.0,113750.78260869565,28500.0,303454.0,13.087499999999995,13.0,13.2,19.782608695652176,17,22
Mercedes-Benz,S 550,34797.2,8490,98046,435.0,381.0,585.0,103676.6,68118.0,167019.0,11.3,11.3,11.3,13.4,6,16
Mercedes-Benz,S 560,81824.47959183673,56900,168880,454.44897959183675,367.0,470.0,65794.42857142857,37.0,168980.0,8.670930232558137,2.0,10.3,3.510204081632653,1,5
Mercedes-Benz,S 560 E,89980.0,89980,89980,367.0,367.0,367.0,26110.0,26110.0,26110.0,2.5,2.5,2.5,3.0,3,3
Mercedes-Benz,S 580,156129.33613445377,122885,194950,429.14406779661016,367.0,523.0,9439.210084033613,11.0,15000.0,5.155339805825245,0.7,10.9,0.16806722689075632,0,1
Mercedes-Benz,S 600,84475.0,5490,505750,493.2291666666667,367.0,532.0,104289.69,1279.0,403000.0,13.350724637681166,11.5,14.8,13.1,2,22
Mercedes-Benz,S 63 AMG,91531.74693877551,22790,279000,583.8729508196722,476.0,704.0,82111.37142857142,3355.0,265000.0,10.687727272727255,8.0,14.9,6.689795918367347,1,15
Mercedes-Benz,S 65 AMG,201870.04347826086,31600,727900,633.9130434782609,612.0,900.0,56178.913043478264,21.0,193360.0,12.736363636363633,11.0,14.8,6.5,1,16
Mercedes-Benz,S 650,323244.0625,87900,818900,613.6875,469.0,630.0,14828.625,1.0,65000.0,12.181249999999999,9.8,14.0,3.25,1,5
Mercedes-Benz,S 680,319397.0,305990,342720,612.0,612.0,612.0,7551.25,25.0,11500.0,13.466666666666669,13.3,13.8,0.75,0,1
Mercedes-Benz,SL 280,35276.0,28490,39890,220.2,204.0,231.0,70539.6,38000.0,99840.0,10.02,9.3,11.3,16.4,12,22
Mercedes-Benz,SL 300,138237.5,33400,279700,258.75,218.0,354.0,50700.5,13000.0,106079.0,9.350000000000001,9.3,9.4,16.5,11,22
Mercedes-Benz,SL 320,28367.88,18950,65000,224.24,224.0,230.0,119927.48,64856.0,237500.0,11.529411764705882,11.0,12.5,21.68,21,22
Mercedes-Benz,SL 350,29251.543689320388,11475,69900,277.5170731707317,245.0,315.0,117083.10679611651,11750.0,292544.0,10.173743016759797,1.0,11.7,14.41747572815534,6,20
Mercedes-Benz,SL 380,15500.0,15500,15500,218.0,218.0,218.0,143525.0,143525.0,143525.0,,,,1.0,1,1
Mercedes-Benz,SL 400,72070.56666666667,53950,111889,352.3666666666667,333.0,368.0,45339.1,1700.0,113000.0,7.799999999999998,7.3,8.6,5.6,2,8
Mercedes-Benz,SL 450,54999.0,54999,54999,367.0,367.0,367.0,42000.0,42000.0,42000.0,,,,5.0,5,5
Mercedes-Benz,SL 500,33561.63636363636,9500,129975,346.41035856573706,306.0,455.0,109776.75098814229,3100.0,268000.0,11.775555555555535,9.0,12.7,16.16205533596838,3,22
Mercedes-Benz,SL 55 AMG,46539.46052631579,20990,149990,493.38157894736844,306.0,517.0,94075.38157894737,146.0,220000.0,13.621538461538464,9.7,15.1,18.11842105263158,0,21
Mercedes-Benz,SL 600,44922.380952380954,25880,64890,511.76190476190476,500.0,570.0,114111.04761904762,36820.0,186885.0,14.3,13.9,15.5,16.285714285714285,12,19
Mercedes-Benz,SL 63 AMG,110358.88157894737,33990,274635,559.2763157894736,525.0,612.0,62150.64473684211,15.0,184169.0,11.85142857142856,9.8,14.9,7.631578947368421,0,14
Mercedes-Benz,SL 65 AMG,131234.77272727274,44850,420000,639.7272727272727,612.0,1014.0,85349.27272727272,19900.0,161111.0,14.077777777777776,11.6,15.5,14.5,8,18
Mercedes-Benz,SLC 180,33098.541666666664,24999,44950,155.98611111111111,155.0,156.0,40862.47222222222,3421.0,116256.0,5.895454545454549,5.6,6.4,4.513888888888889,2,6
Mercedes-Benz,SLC 200,37069.91025641026,26487,52500,183.64102564102564,156.0,184.0,44557.782051282054,620.0,114000.0,6.44324324324324,5.7,7.4,4.0,2,6
Mercedes-Benz,SLC 250,33003.6875,23000,43890,206.3125,204.0,241.0,71663.3125,33276.0,190000.0,4.4750000000000005,4.4,4.7,5.625,5,6
Mercedes-Benz,SLC 300,45536.26470588235,35000,63880,245.0,245.0,245.0,31366.117647058825,1003.0,79900.0,6.479411764705883,5.7,7.2,3.823529411764706,2,6
Mercedes-Benz,SLC 43 AMG,54065.96428571428,41890,72000,372.0357142857143,367.0,390.0,32265.0,6990.0,84000.0,7.911999999999999,7.8,8.2,4.642857142857143,2,6
Mercedes-Benz,SLK,14329.698113207547,5500,36000,179.68085106382978,135.0,392.0,112719.58490566038,18853.0,250000.0,8.819999999999995,5.8,12.0,16.943396226415093,6,22
Mercedes-Benz,SLK 200,14533.3,1995,36490,171.57557436517533,136.0,305.0,120288.76265060241,6334.0,366320.0,8.105462184873861,5.3,9.9,14.563855421686746,6,22
Mercedes-Benz,SLK 230,7135.394736842105,1450,27400,195.1578947368421,136.0,204.0,158847.55263157896,14250.0,297044.0,9.59032258064516,5.8,10.1,20.63157894736842,18,22
Mercedes-Benz,SLK 250,23063.590909090908,12500,31900,203.6969696969697,184.0,204.0,111142.74242424243,34000.0,220000.0,5.415000000000004,4.0,6.9,9.045454545454545,7,12
Mercedes-Benz,SLK 280,14741.794871794871,8900,19999,231.56410256410257,230.0,252.0,122354.35897435897,45500.0,225000.0,9.491666666666669,9.1,9.9,15.41025641025641,13,17
Mercedes-Benz,SLK 300,25553.5,17950,36000,238.0,231.0,245.0,83786.1,28420.0,121109.0,7.444444444444446,6.0,9.3,9.5,6,13
Mercedes-Benz,SLK 32 AMG,28003.222222222223,20900,39900,334.22222222222223,184.0,360.0,101794.0,16550.0,200000.0,11.200000000000001,11.2,11.2,19.11111111111111,9,21
Mercedes-Benz,SLK 320,12382.413793103447,5300,29631,218.13793103448276,218.0,222.0,129402.58620689655,19798.0,222000.0,10.752631578947366,9.1,11.4,21.06896551724138,19,22
Mercedes-Benz,SLK 350,18377.98275862069,7999,39800,283.33620689655174,272.0,310.0,123997.45689655172,8150.0,286698.0,9.50686274509806,7.1,10.6,14.775862068965518,6,19
Mercedes-Benz,SLK 55 AMG,39429.42857142857,5499,62800,376.3125,163.0,421.0,93527.40816326531,25348.0,245000.0,10.49761904761904,6.2,12.0,13.183673469387756,6,17
Mercedes-Benz,SLR,336057.19696969696,14990,2490000,523.2272727272727,245.0,680.0,50883.57575757576,2.0,270000.0,13.145098039215686,7.3,14.5,14.878787878787879,0,21
Mercedes-Benz,SLS,265545.48863636365,147900,822000,572.9204545454545,57.0,631.0,29102.31818181818,307.0,99400.0,13.204166666666683,13.0,13.7,9.909090909090908,7,12
Mercedes-Benz,Sprinter,31390.48350901054,357,129900,147.6795883361921,1.0,190.0,135775.92446410345,1.0,960956.0,8.188714053174161,1.0,13.3,5.570214212852771,0,22
Mercedes-Benz,T1,6500.0,6500,6500,177.0,177.0,177.0,350000.0,350000.0,350000.0,,,,20.0,20,20
Mercedes-Benz,V,58536.944444444445,1200,239900,189.31944444444446,95.0,367.0,74605.22222222222,1.0,351000.0,6.372307692307692,5.0,13.4,4.527777777777778,0,22
Mercedes-Benz,V 200,39154.04761904762,29990,51000,141.52380952380952,116.0,211.0,72800.76190476191,2860.0,193788.0,6.272222222222222,5.8,6.5,4.095238095238095,1,8
Mercedes-Benz,V 220,53300.446469248294,1350,92838,163.76765375854214,122.0,239.0,59802.55808656036,5.0,536000.0,6.269651741293561,5.5,8.5,3.316628701594533,0,22
Mercedes-Benz,V 250,47552.97826086957,24950,71990,190.69927536231884,190.0,258.0,114304.03260869565,21280.0,466000.0,6.250413223140504,5.5,7.5,5.615942028985507,5,8
Mercedes-Benz,V 280,48990.0,48990,48990,239.0,239.0,239.0,146955.0,146955.0,146955.0,5.9,5.9,5.9,3.0,3,3
Mercedes-Benz,V 300,81788.63028169014,53490,161245,237.05281690140845,204.0,243.0,27574.028169014084,10.0,167676.0,6.5203252032520425,3.8,8.8,1.4295774647887325,0,3
Mercedes-Benz,Vaneo,4547.630434782609,550,13500,102.3913043478261,75.0,125.0,181947.1739130435,72300.0,316000.0,7.1641025641025635,5.7,8.5,18.630434782608695,17,20
Mercedes-Benz,Vario,15738.933333333332,6500,32800,145.73333333333332,116.0,200.0,235937.0,131248.0,396945.0,,,,15.666666666666666,11,21
Mercedes-Benz,Viano,19072.42391304348,3950,69500,181.4010989010989,109.0,258.0,220367.25543478262,0.0,715214.0,8.777160493827166,6.5,13.0,12.277173913043478,0,19
Mercedes-Benz,Vito,28804.253895184134,750,87500,141.1479628305933,82.0,265.0,107415.82327892122,1.0,701936.0,6.73823109843077,4.9,13.0,4.9043909348441925,0,22
Mercedes-Benz,X 220,38426.181818181816,22988,62480,163.0,163.0,163.0,50183.90909090909,20313.0,106000.0,7.666666666666667,7.6,7.8,3.1818181818181817,2,4
Mercedes-Benz,X 250,41686.81538461539,28700,76848,189.7923076923077,163.0,190.0,67954.71538461538,14290.0,163500.0,7.787037037037031,6.6,9.0,3.669230769230769,2,5
Mercedes-Benz,X 350,56573.74757281553,44450,74990,259.378640776699,190.0,300.0,55877.78640776699,11950.0,145000.0,8.66219512195121,7.7,9.0,3.0679611650485437,2,4
Nissan,350Z,18309.941176470587,10950,37900,290.1372549019608,280.0,313.0,103124.56862745098,9900.0,240386.0,11.719047619047618,10.1,12.2,16.058823529411764,13,19
Nissan,370Z,31856.775,17990,49990,330.0886075949367,328.0,344.0,49423.2125,2000.0,156350.0,10.925,9.5,12.6,6.7125,2,13
Nissan,Almera,2218.1847826086955,790,4650,99.3913043478261,75.0,116.0,156663.30434782608,37500.0,333118.0,6.553246753246748,4.8,8.2,18.67391304347826,15,22
Nissan,Almera Tino,2492.6964285714284,1100,5490,117.89285714285714,113.0,137.0,155760.98214285713,43975.0,294000.0,7.566666666666663,6.4,9.3,18.375,16,22
Nissan,Altima,1200.0,1200,1200,152.0,152.0,152.0,148000.0,148000.0,148000.0,,,,21.0,21,21
Nissan,Ariya,55775.65,47390,63985,251.71428571428572,218.0,306.0,12.621621621621621,1.0,101.0,,,,0.0,0,0
Nissan,Armada,24900.0,24900,24900,306.0,306.0,306.0,150000.0,150000.0,150000.0,,,,18.0,18,18
Nissan,Cabstar,16872.0,160,59400,127.09615384615384,106.0,209.0,173528.3148148148,11500.0,931258.0,9.7,9.2,10.2,12.333333333333334,2,22
Nissan,Cube,8198.42857142857,5998,11111,108.28571428571429,98.0,110.0,125074.0,95500.0,163000.0,6.6571428571428575,6.6,7.0,13.0,12,18
Nissan,E-NV200,27562.718309859156,4700,49604,108.57692307692308,86.0,110.0,25491.88732394366,1.0,210000.0,5.2,5.2,5.2,3.3380281690140845,0,12
Nissan,Evalia,15102.46875,7900,25900,105.5925925925926,90.0,131.0,92598.1875,6.0,175000.0,6.004347826086956,4.8,7.5,8.0,0,11
Nissan,Frontier,47445.0,29990,64900,289.5,265.0,314.0,24490.0,1500.0,47480.0,11.2,11.2,11.2,7.0,0,14
Nissan,GT-R,96156.9375,47900,205000,572.1290322580645,480.0,1101.0,45324.484375,250.0,124000.0,12.198000000000004,11.8,13.9,7.609375,1,15
Nissan,Interstar,25308.846153846152,890,37920,128.19230769230768,8.0,179.0,55312.56,1.0,345410.0,7.833333333333333,5.9,8.9,3.8461538461538463,0,20
Nissan,Juke,16623.437051532943,5500,32814,119.25518883974141,3.0,222.0,55568.64185439112,0.0,294000.0,5.4730008244022885,0.0,8.6,4.609262883235486,0,12
Nissan,King Cab,21867.14285714286,7900,37490,140.28571428571428,103.0,163.0,141818.42857142858,75.0,281000.0,10.7,10.7,10.7,10.0,1,22
